job_title,job_date,job_desc,job_tasks,comp_name,comp_type,comp_size,eco_activity,qualifications,region,city,benefits,contract,positions,exper,gender,salary_sep,benefits_sep,occupied_positions,total_positions,experience (Years),job_date_gregorian,city_corrected
مدير بحث وتطوير,17/06/1444,['المشاركة في وضع وإعداد الأهداف العامة والخطط والمبادرات الخاصة بأعمال البحث والتطوير، والقيام بإدارة عمليات إجراء البحوث والدراسات حول مختلف المجالات والمواضيع المتعلقة باختصاصات وخدمات الجهة، وضمان توافر كافة الموارد التقنية والبشرية التي تضمن سير العمليات اليومية بأكبر كفاءة وفعالية ممكنة.'],"['   إدارة وتوجيه عملية تخطيط الدراسات والبحوث وتقديم التوصيات حول مواضيع ومشاريع بحوث وإحصاءات جديدة من شأنها خدمة مصالح الجهة وتطويرها ورفع كفاءة أدائها.', '  الإشراف على عملية وضع أسس ومعايير أنشطة الدراسات والبحوث وأدلة الإجراءات ذات العلاقة بما يضمن جودة البحوث ودقتها وتعميم فائدتها.', '  الإشراف على أنشطة البحوث والدراسات المتعلقة بدراسة العوامل الداخلية والخارجية والتحديات التي قد تؤثر على الجهة على المدى القصير والبعيد ودراسة الخطوات والمبادرات لمواجهتها وتقديم التوصيات للإدارة العليا في هذا الخصوص.', '  الإشراف على عمليات دراسة وتحليل فرص ومبادرات تنموية وتطويرية مختلفة على مستوى الجهة والوحدات التنظيمية المختلفة والمشاركة في قيادتها وتنفيذها بالتنسيق مع كافة الجهات المعنية.', '  الإشراف على تحضير وإعداد الملخصات والتقارير والتحليلات المتخصصة وتقديم المقترحات والتوصيات للإدارة العليا بهدف تحسين أنشطة وخدمات الجهة واقتراح مبادرات ومشاريع تطويرية.', '  ']",جمعية ريادة لبناء وتطوير القدرات الشبابية,خاص,صغيرة فئة أ,المؤسسات والهيئات الدينية غير ما ذكر فيما سبق .,غير معروف,مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 1,4 Years,both,4000.0,غير محدد,0,1,4,2023-01-10,Makkah
مهندس معماري داخلي,17/06/1444,['تصميم التعديلات الهيكلية والأثاث والتجهيزات بشكل يتناسب مع المساحات الداخلية، والمساعدة في مباشرة أعمال الإنشاءات.'],"['   وضع التصاميم لمشاريع الإنشاءات الداخلية والديكورات، وإدارة فريق التصميم في اختيار المواد وتطوير المواصفات.', '  إعداد نماذج بالحجم الطبيعي والرسومات والنماذج الرقمية وعرضها على العميل وإجراء التعديلات حسب الرغبة.', '  المساعدة في اختيار المقاولين واختيار المواد والإشراف على التنفيذ.', '  تقديم الدعم لمشروعات تنفيذ التصميمات، ومباشرة تنفيذ التصميم من قِبل المقاول.', '  إعداد الوثائق والتقارير المتخصصة بالأعمال والمشروعات الهندسية ونسب تقدمها وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة', '  ']",شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال تصميم وإشراف المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,7 Years,M,9900.0,غير محدد,0,1,7,2023-01-10,Jeddah
مهندس كيميائي,17/06/1444,['دراسة وتطوير عمليات وإجراءات التصنيع الكيميائي، وإعداد برامج تشغيل وحدات تصنيع وإنتاج المنتجات الكيميائية، وإعداد برامج الصيانة الوقائية للتجهيزات ومتابعة تنفيذها، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال'],"['   دراسة عمليات التصنيع الكيميائي، مثل: البلمرة والهدرجة والأكسدة والبلورة والتبخير والتقطير، ومتابعته الظروف التشغيلية مثل الضغط ودرجة الحرارة والتدفق في وحدات الإنتاج، وإيجاد الطرق الكفيلة بتطوير عمليات الإنتاج وتحسين جودة المنتج', '  إعداد برامج تشغيل وحدات تصنيع المنتجات الكيميائية، وإعداد خطط العمل التنفيذية ومتابعة تنفيذها', '  إعداد برامج الصيانة الوقائية لوحدات وتجهيزات تصنيع المنتجات الكيميائية بحسب تعليمات الشركة الصانعة ومتابعة إجراءات تنفيذها', '  تطوير أساليب وإجراءات العمل ومواكبة التطورات التقنية.', '  إعداد الوثائق والتقارير المتخصصة بالأعمال والمشروعات الهندسية ونسب تقدمها وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال تصميم وإشراف المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,7 Years,M,9900.0,غير محدد,0,1,7,2023-01-10,Jeddah
مهندس زراعي,17/06/1444,['دراسة خصائص ومكونات الأراضي والتربة الزراعية، وإعداد تصاميم ومخططات شبكات الري والصرف الزراعي ومتابعة تركيبها، وتحديد الآلاتالزراعية المناسبة لأداء الأعمال الزراعية وتطوير استخداماتها. وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال'],"['   دراسة خصائص التربة الزراعية الفيزيائية والكيميائية ومكوناتها، ومتابعة فحص عينات النبات والتربة ومياه الري وتحليل نتائجها، ودراسة واختبار أنواع الأسمدة المناسبة وتقييم مدى استجابة المزروعات لها.', '  دراسة أنظمة الري واختيار الأنسب منها كالري السطحي أو بالرشاشات أو المحوري أو الموضعي وتصميم مخططات وشبكات الري والصرف الزراعي ومتابعة إجراءات التركيب، وتقييم كفاءة أنظمة الري وتطويرها.', '  تحديد الآلاتالزراعية المناسبة كآلات الحراثة والزراعة والرش والحصاد وآلات جرش وخلط الحبوب وإعداد برامج تشغيلها وصيانتها والتأكد من جاهزيتها.', '  تطوير أساليب وإجراءات العمل ومواكبة التطورات التقنية.', '  إعداد الوثائق والتقارير المتخصصة وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال تصميم وإشراف المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,7 Years,M,9900.0,غير محدد,0,1,7,2023-01-10,Jeddah
مهندس ميكانيكي,17/06/1444,['إعداد التصاميم والمخططات لمشاريع وأعمال الهندسة الميكانيكية، وإعداد برامج تجميع وتركيب وتشغيل التجهيزات الميكانيكية في المشاريع الصناعية وإعداد برامج تشغيل المعدات الصناعية وبرامج الصيانة الوقائية، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال'],"['   إعداد التصاميم والمخططات لمشاريع أعمال الهندسة الميكانيكية، مثل المولدات والتوربينات ووحدات التكييف والمراجل وشبكات التوزيع لأنظمة التدفئة والتكييف والتبريد', '  إعداد خطط وبرامج تجميع وتركيب التجهيزات الميكانيكية للمشاريع الصناعية، وتحديد أنظمة الضبط والتحكم في المشاريع الصناعية', '  إعداد برامج تشغيل المعدات وبرامج الصيانة الوقائية بحسب تعليمات الشركات الصانعة ومتابعة إجراءات تنفيذها', '  تطوير أساليب وإجراءات العمل ومواكبة التطورات التقنية.', '  إعداد الوثائق والتقارير المتخصصة بالأعمال والمشروعات الهندسية ونسب تقدمها وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال تصميم وإشراف المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,7 Years,M,9900.0,غير محدد,0,1,7,2023-01-10,Jeddah
مهندس بيئي,17/06/1444,['تحديد ودراسة مصادر التلوث، وإعداد الخطط للتخلص من النفايات والملوثات، ومتابعة ومراقبة الالتزام والتقيد بتعليمات المحافظة على البيئة، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال'],"['   تحديد مصادر التلوث وأنواع الملوثات (الغازية والسائلة والصلبة) ودراسة مخاطر الملوثات وتأثيراتها على الإنسان والبيئة، وتحديد التراكيز الأمنة للملوثات', '  إجراء الدراسات المتصلة بصرف المياه العادمة المنزلية والصناعية وإعداد خطط التخلص منها ومتابعة تنفيذها', '  إدارة نشاطات التخلص من النفايات الصلبة، ومراقبة ومتابعة نشاطات إعادة التدوير', '  تطوير أساليب وإجراءات العمل ومواكبة التطورات التقنية.', '  إعداد الوثائق والتقارير المتخصصة بالأعمال والمشروعات الهندسية ونسب تقدمها وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال تصميم وإشراف المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,7 Years,M,9900.0,غير محدد,0,1,7,2023-01-10,Jeddah
موظف استقبال فندق,17/06/1444,['الإشراف على خدمات الضيوف في مكتب الاستقبال، وتنسيقها وتقديمها، ويتضمن ذلك الحجز وتسجيل الدخول والخروج .'],"['   الحفاظ على قائمة الحجوزات، وتوفير السجلات الورقية الضرورية.', '  الحث على رفع مستوى خدمة العملاء ورضاهم، ومتابعة المنازعات والشكاوى.', '  الحث على تنفيذ سياسات وإجراءات الفندق.', '  تكوين علاقات تجارية قوية والحفاظ عليها مع أطراف أخرى، مثل وكالات السفر والحجوزات.', '  مراجعة أسعار الفندق وتنظيم الفواتير تبعاً لذلك.', '  ']",شركة هادية عبداللطيف جميل لتجارة المواد الغذائية,خاص,متوسطة فئة أ,غير معروف,"['Language data', 'الانجليزية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '5500.0']",دوام كامل,0 / 2,2 Years,both,5500.0,غير محدد,0,2,2,2023-01-10,Jeddah
فني حساب كميات,17/06/1444,['حساب كميات المواد اللازمة لتنفيذ الأعمال و إعداد جداول كميات الأعمال المنجزة و تفريغها على النماذج الخاصة بالإضافة إلى إعداد المطالبات المالية للمشروع.'],"['   دراسة المخططات الهندسية للمشروع، و دراسة المواصفات الفنية و الشروط العامة و الخاصة و حساب كميات المواد اللازمة لتنفيذ الأعمال.', '  حساب كميات المواد الموردة للموقع، و بيان الأسعار و الكلف التقديرية لبنود الأعمال و الكلفة الإجمالية للمشروع.', '  إعداد جداول كميات الأعمال المنجزة و تفريغها على النماذج الخاصة.', '  إعداد المطالبات المالية للمشروع، و تدقيقها و توثيق التعديلات الطارئة على أسعار البنود المختلفة.', '  تطبيق إجراءات و تعليمات السلامة و الصحة المهنية.', '  ']",شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال مشاريع الإشراف', 'محترف', 'Language data', 'إنجليزي', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,10 Years,M,9900.0,غير محدد,0,1,10,2023-01-10,Jeddah
مهندس مدني,17/06/1444,['دراسة طبوغرافية وجيولوجية الموقع الإنشائي ونتائج اختبار فحص التربة، وإعداد التصاميم الإنشائية ومتابعة إعداد المخططات الإنشائية وتدقيقها ومتابعة إعداد جداول الكميات والمواصفات للمواد الإنشائية، والإشراف على تنفيذ المشروع ومطابقة المواصفات، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال'],"['   دراسة طبوغرافية وجيولوجية الموقع الإنشائي ونتائج اختبار فحص التربة، ودراسة المتطلبات والمخططات المعمارية للمشروع، وتحديد أعماق التأسيس اللازمة للمشروع وإجراء تحليل إنشائي متكامل لعناصره', '  إعداد تصاميم المشروع ومتابعة إعداد المخططات الإنشائية وتدقيقها وتدقيق جداول الكميات والمواصفات', '  الإشراف على تنفيذ المشروع ومطابقة المواصفات', '  تطوير أساليب وإجراءات العمل ومواكبة التطورات التقنية.', '  إعداد الوثائق والتقارير المتخصصة بالأعمال والمشروعات الهندسية ونسبة تقدمها وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في تصميم وإشراف ومتابعة عقود المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,10 Years,M,9900.0,غير محدد,0,1,10,2023-01-10,Jeddah
سكرتير,17/06/1444,['دعم المدير أو الإدارة من خلال كتابة الوثائق وإدارة المكالمات الهاتفية والزوار، والمساعدة في تنسيق المشاريع الأساسية وإدارة جدول الأعمال.'],"['   تدوين الملاحظات، التي يتم إملاؤها، بطريقة الاختزال (الكتابة السريعة)، ونسخ المراسلات والتقارير ومحاضر الاجتماعات، ومراجعتها وتنسيقها وفقاً لمعايير المكتب.', '  تلقي المكالمات الهاتفية من الموظفين والعملاء الخارجيين وفرزها وتوجيهها، واستلام الرسائل الهاتفية والإجابة على أسئلة المتصلين وتحويل المكالمات إلى الشخص المناسب.', '  التعامل مع البريد الوارد والصادر، وفحص المراسلات البريدية وتسجيلها وتوزيعها.', '  فحص طلبات الاجتماعات والمواعيد، وتنسيق جداول المشاركين في الاجتماعات، وتحديد أوقات الاجتماعات، وتأمين قاعة الاجتماعات وتحضير جدول الأعمال.', '  إنشاء أنظمة لحفظ الملفات والسجلات وصيانتها، وحفظ جميع المستندات بشكل منتظم.', '  ']",شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,متوسطة فئة ب,ترميمات المباني السكنية والغير سكنية,"['Language data', 'العربية', 'محترف']",مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,M,4000.0,غير محدد,0,1,0,2023-01-10,Makkah
محاسب,16/06/1444,['إعداد وتنظيم مستندات الصرف ومتابعة تحصيل الإيرادات وتوثيقها وتحليلها، وإعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة وإعداد التقارير والوثائق المتعلقة بالنفقات والإيرادات وحفظها.'],"['   تدقيق المطالبات المالية والتأكد من اكتمال شروطها القانونية والمالية، وإعداد وتنظيم وتوثيق مستندات الصرف ومتابعة تدقيقها وإجازتها للصرف من الجهات الرقابية المعتمدة.', '  مراقبة النفقات الجارية والرأسمالية بحسب الموقف المالي الشهري لبنود الموازنة، وإعداد الموقف المالي والخلاصات الشهرية وإعداد وتنظيم الحسابات الختامية السنوية.', '  إعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة مع كشوف المطابقة الشهرية.', '  تطوير أساليب وإجراءات المحاسبة ومواكبة التطور العلمي والتقني في مجال المحاسبة.', '  إعداد الوثائق والتقارير المتخصصة في مجال محاسبة النفقات والإيرادات وحفظها في قاعدة البيانات الخاصة بذلك.', '  ']",شركة الهديل الدولية للتجارة,خاص,صغيرة فئة ب,مراكز التوزيع للأغذية والمشروبات,"['Language data', 'الانجلزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '6500.0']",دوام كامل,0 / 1,2 Years,F,6500.0,غير محدد,0,1,2,2023-01-09,Jeddah
كاتب علاقات حكومية,16/06/1444,['توفير المعلومات اللازمة للتخليص على المعاملات ومتابعة عمليات التخليص واستكمال متطلبات  النماذج والمستندات والإجراءات الحكومية ومتابعة معاملات الموظفين بالتنسيق مع الوحدات الخارجية'],"['   جمع البيانات والمعلومات عن  الوثائق والمستندات والشروط التي يجب توافرها لتخليص المعاملات وتأمينها وتوفيرها وتخليص المعاملات بسرعة وفعالية وفقا للسياسات والإجراءات المنظمة.', '  تحديث و استكمال جميع متطلبات النماذج والمستندات والإجراءات الحكومية وفق القوانين واللوائح المنظمة للعمل.', '  تنفيذ التعليمات المتعلقة بسرية التعاملات والسجلات والتعامل معها بمنتهى الحرفية والمهنية العالية.', '  حفظ الوثائق وتبويبها وترتيبها .بالاستناد إلى الممارسات المتبعة', '  استقبال استفسارات الموظفين والإجابة عنها ومتابعة معاملاتهم بالتنسيق مع موظفي الوحدات الخارجية المعنية وإحاطتهم بكافة المستجدات.', '  ']",مجموعة اجير المتحدة للتشغيل والصيانة,خاص,صغيرة فئة أ,مؤسسات ووكالات الدعاية والاعلان,"['Skill data', 'القدرة على التواصل المباشر مع المسئولين داخل الوزا', 'محترف', 'معرفة المستندات والأوراق المطلوبة ( تجهيز ملف المع', 'محترف', 'ترتيب جدول أعمال اسبوعي حيث أن العلاقات الحكومية', 'محترف', 'اتقان العمل وترتيب المعاملات بشكل منم وتوجيها في ط', 'محترف', 'لالمام بجميع الخدمات التي تقدمها الجهات الحكومية و', 'محترف', 'المعرفة التامة بالخدمات الحكومي الإليكترونية و كيف', 'محترف', 'Language data', 'العربية', 'محترف', 'الإنجليزية ', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,1 / 1,0 Years,F,4000.0,غير محدد,1,1,0,2023-01-09,Riyadh
بائع,15/06/1444,['بيع مجموعة من السلع والخدمات للعملاء، وتوفير المعلومات المتعلقة بالمنتجات واستخداماتها وأسعارها، وتولي أمور الدفع وتلقي المدفوعات من العملاء.'],"['   بيع مجموعة من السلع والخدمات للعملاء.', '  توفير المعلومات المتعلقة بالمنتجات، والاستخدامات، والأسعار.', '  مراقبة مستويات المخزون والحفاظ على ترتيب المتجر، وإصدار طلبات لشراء المنتجات، والتعامل مع المنتجات الواردة.', '  تولي أمور الدفع وتلقي المدفوعات من العملاء، ومعالجة طلبات استبدال المنتجات، والمرتجعات وفقاً للسياسة المتبعة.', '  ', '  ']",مؤسسة وسق لتنظيم المعارض والمؤتمرات,خاص,صغيرة فئة أ,تنظيم وإدارة المعارض والمؤتمرات,"['Language data', 'الانجليزية', 'متوسط', 'العربية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,2 Years,both,4000.0,غير محدد,0,1,2,2023-01-08,Jeddah
مترجم,15/06/1444,['دراسة العلوم اللغوية بلغتين على الأقل مثل: اللغة الأم ولغة أجنبية، ودراسة القواعد والمصطلحات والأساليب الأدبية لمادة الترجمة وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال الترجمة وعرضها وحفظها.'],"['   دراسة أصول وقواعد ومصطلحات اللغة الأم من حيث المرادفات والصرف والنحو، ودراسة اللغة الأجنبية من حيث مفرداتها وتراكيبها واشتقاقاتها.', '  دراسة المادة المراد ترجمتها وتحديد أسلوب المعالجة والاعتماد على عدد من المصادر والقواميس في عملية الترجمة لتحديد المعاني والمصطلحات في كلا اللغتين.', '  إجراء عملية الترجمة ومراجعتها وتطويرها.', '  مواكبة تطور المصطلحات في اللغة الأم وفي اللغة الأجنبية التي يترجم اليها.', '  إعداد الوثائق والتقارير المتخصصة في الترجمة وحفظها في قاعدة البيانات وفقاً للسياسات والإجراءات المعتمدة.', '  ']",شركة فنون التعبئة للمنتجات الغذائية,خاص,صغيرة فئة ب,تعبئة وحفظ البقوليات (المطبوخة وغير المطبوخة) بالتعليب,غير معروف,مكة المكرمة,JEDDAH...,"['Salary', '6000.0']",دوام كامل,0 / 1,2 Years,both,6000.0,غير محدد,0,1,2,2023-01-08,Jeddah
أخصائي علاج طبيعي,14/06/1444,['دراسة وتحليل الحالة المرضية ووضع خطة وبرنامج العلاج الطبيعي ومتابعة تنفيذها، وتسجيل البيانات العلاجية وتدريب المصاب وذويه على إجراء التمارين والحركات، وضبط وتنظيم الأجهزة المستخدمة في العلاج، وإعداد الوثائق والتقارير المتعلقة بالعلاج الطبيعي وحفظها'],"['   دراسة وتحليل برنامج المعالجة الطبيعية المحدد من قبل الطبيب الاخصائي في العلاج الطبيعي وتحديد خطوات وإجراءات وتوقيت ومراحل تنفيذ البرنامج ومراقبة مدى التقدم الصحي للمريض ودرجة استجابته للعلاج', '  تحديد التمارين والحركات التقويمية اللازمة وتحديد معدلات تكرارها بالتنسيق معه الطبيب المعالج، وتدليك المرضى لتحسين أداء عضلات الجسم المصاب وتدريب المصاب لتحسين أداء عضلات الجسم المصاب', '  تدريب المصاب على استخدام الاثقال وبكرات الشد والآلات الرياضية وجهاز العوارض وتنفيذ الحركات الارضية لتقوية عضلات الأطراف والظهر والعنق، وتدريب المصاب وذويه على التمارين الواجب متابعتها من المنزل', '  تطوير أساليب وإجراءات العمل ومواكبة التطورات في مجال العلاج الطبيعي', '  إعداد الوثائق والتقارير المتعلقة بالعلاج الطبيعي وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المنظمة، وضمان تطبيق مبادئ وقواعد السلامة العامة أثناء القيام بمختلف أعمال العلاج الطبيعي', '  ']",مركز الراحة للحجامة,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,"['Skill data', 'لا يوجد', 'متوسط']",القصيم,UNAYZAH...,"['Salary', '7000.0']",دوام كامل,0 / 2,2 Years,both,7000.0,غير محدد,0,2,2,2023-01-07,Unayzah
أخصائي علاج طبيعي,14/06/1444,['دراسة وتحليل الحالة المرضية ووضع خطة وبرنامج العلاج الطبيعي ومتابعة تنفيذها، وتسجيل البيانات العلاجية وتدريب المصاب وذويه على إجراء التمارين والحركات، وضبط وتنظيم الأجهزة المستخدمة في العلاج، وإعداد الوثائق والتقارير المتعلقة بالعلاج الطبيعي وحفظها'],"['   دراسة وتحليل برنامج المعالجة الطبيعية المحدد من قبل الطبيب الاخصائي في العلاج الطبيعي وتحديد خطوات وإجراءات وتوقيت ومراحل تنفيذ البرنامج ومراقبة مدى التقدم الصحي للمريض ودرجة استجابته للعلاج', '  تحديد التمارين والحركات التقويمية اللازمة وتحديد معدلات تكرارها بالتنسيق معه الطبيب المعالج، وتدليك المرضى لتحسين أداء عضلات الجسم المصاب وتدريب المصاب لتحسين أداء عضلات الجسم المصاب', '  تدريب المصاب على استخدام الاثقال وبكرات الشد والآلات الرياضية وجهاز العوارض وتنفيذ الحركات الارضية لتقوية عضلات الأطراف والظهر والعنق، وتدريب المصاب وذويه على التمارين الواجب متابعتها من المنزل', '  تطوير أساليب وإجراءات العمل ومواكبة التطورات في مجال العلاج الطبيعي', '  إعداد الوثائق والتقارير المتعلقة بالعلاج الطبيعي وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المنظمة، وضمان تطبيق مبادئ وقواعد السلامة العامة أثناء القيام بمختلف أعمال العلاج الطبيعي', '  ']",مركز الراحة للحجامة,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,"['Skill data', 'لا يوجد', 'متوسط']",القصيم,UNAYZAH...,"['Salary', '5000.0']",دوام كامل,0 / 2,0 Years,both,5000.0,غير محدد,0,2,0,2023-01-07,Unayzah
مصمم جرافيك,14/06/1444,['تطوير الأفكار الإبداعية والمفاهيم لتوصيل الرسالة المطلوبة بوسائل الجرافيك، ووضع المخططات العامة وتصميم الإنتاج للإعلانات والمجلات وتقارير الشركات وغيرها من وسائل الإعلام المنشورة.'],"['   التنسيق مع مالك التصميم (عملاء محليون أو خارجيون) لفهم الرسالة المراد نقلها، وتحديد المتطلبات، والاتفاق على المنتج النهائي.', '  تطوير مفاهيم التصميم العامة لتناسب احتياجات العميل، وبلورة أسلوب يتناسب مع الصورة والوضع المرغوبين.', '  تقديم المشورة الفنية بما يتناسب مع مفاهيم التصميم العامة، وتقديم المشورة بشأن المتطلبات الأسلوبية، مثل الألوان والصور ونمط النص والمخطط، لتوصيل الرسالة.', '  تسليم المنتج النهائي للعميل وجمع الملاحظات وإدراجها.', '  إعداد الوثائق والتقارير وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",مؤسسة ذوق الخيال للملتقيات والمعارض,خاص,صغيرة فئة أ,تنظيم وإدارة المعارض والمؤتمرات,"['Skill data', 'لايوجد', 'مبتدئ']",الرياض,AL HAIR...,"['Salary', '6000.0']",دوام كامل,0 / 7,0 Years,both,6000.0,غير محدد,0,7,0,2023-01-07,Al-Hair
محاسب,14/06/1444,['إعداد وتنظيم مستندات الصرف ومتابعة تحصيل الإيرادات وتوثيقها وتحليلها، وإعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة وإعداد التقارير والوثائق المتعلقة بالنفقات والإيرادات وحفظها.'],"['   تدقيق المطالبات المالية والتأكد من اكتمال شروطها القانونية والمالية، وإعداد وتنظيم وتوثيق مستندات الصرف ومتابعة تدقيقها وإجازتها للصرف من الجهات الرقابية المعتمدة.', '  مراقبة النفقات الجارية والرأسمالية بحسب الموقف المالي الشهري لبنود الموازنة، وإعداد الموقف المالي والخلاصات الشهرية وإعداد وتنظيم الحسابات الختامية السنوية.', '  إعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة مع كشوف المطابقة الشهرية.', '  تطوير أساليب وإجراءات المحاسبة ومواكبة التطور العلمي والتقني في مجال المحاسبة.', '  إعداد الوثائق والتقارير المتخصصة في مجال محاسبة النفقات والإيرادات وحفظها في قاعدة البيانات الخاصة بذلك.', '  ']",شركة الهديل الدولية للتجارة,خاص,صغيرة فئة ب,مراكز التوزيع للأغذية والمشروبات,"['Language data', 'الإنجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '6500.0']",دوام كامل,0 / 1,2 Years,F,6500.0,غير محدد,0,1,2,2023-01-07,Jeddah
عامل كاونتر مأكولات ومشروبات,14/06/1444,['تحضير وتقديم  الطعام والشراب في الأماكن العامة وتطبيق اسس وتعليمات السلامةو الصحة المهنية'],"['   تحضير المشروبات الساخنة والباردة للعملاء', '  تقديم الوجبات الخفيفة والمشروبات إلى العملاء', '  المحافظة على نظافة الكاوتنر ، وترتيب الزجاجات المستخدمة من المشروبات حسب ترتيبها.', '  تقديم التوصيات والإقتراحات للعملاء لاختيار المشروبات والوجبات الخفيفة', '  تحصيل الثمن بشكل فوري', '  ']",مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Skill data', 'اللباقة', 'مبتدئ']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 5,0 Years,both,4000.0,غير محدد,0,5,0,2023-01-07,Jeddah
